age;job;marital;education;contact;term_deposit;balance;Cluster_Prediction
40;blue-collar;married;primary;unknown;no;2880;3
40;technician;single;unknown;unknown;no;-5;0
48;technician;married;secondary;unknown;no;147;0
33;technician;divorced;secondary;unknown;no;7;0
40;technician;married;secondary;unknown;no;109;0
59;retired;married;primary;unknown;no;-119;0
30;technician;married;secondary;unknown;yes;484;0
31;management;single;tertiary;unknown;no;1852;3
35;unemployed;married;secondary;unknown;no;533;0
54;technician;divorced;secondary;unknown;no;21;0
34;admin.;single;unknown;unknown;no;2434;3
32;technician;married;secondary;unknown;no;90;0
56;admin.;divorced;unknown;unknown;no;4246;3
32;admin.;single;tertiary;unknown;no;395;0
42;blue-collar;married;primary;unknown;no;15;0
33;services;married;tertiary;unknown;no;85;0
52;entrepreneur;married;tertiary;unknown;no;-184;0
52;services;married;secondary;unknown;no;660;0
52;blue-collar;divorced;primary;unknown;no;-183;0
30;unemployed;divorced;secondary;unknown;no;1144;0
44;services;divorced;secondary;unknown;no;1;0
35;admin.;married;secondary;unknown;no;69;0
55;management;single;secondary;unknown;no;220;0
33;blue-collar;married;primary;unknown;no;332;0
37;blue-collar;single;secondary;unknown;no;240;0
42;technician;single;secondary;unknown;no;0;0
43;unemployed;married;secondary;unknown;no;0;0
38;entrepreneur;married;tertiary;unknown;no;898;0
37;technician;married;secondary;unknown;no;123;0
31;student;single;secondary;unknown;no;252;0
41;management;married;tertiary;unknown;no;65;0
41;technician;married;secondary;unknown;no;-366;0
29;student;single;secondary;unknown;no;209;0
38;admin.;single;secondary;unknown;no;221;0
44;self-employed;divorced;tertiary;unknown;no;4;0
39;admin.;married;secondary;unknown;no;104;0
28;technician;single;secondary;unknown;no;312;0
33;blue-collar;married;secondary;unknown;no;-349;0
41;services;married;unknown;unknown;no;4;0
40;blue-collar;married;primary;unknown;no;-322;0
29;admin.;married;secondary;unknown;no;-150;0
38;management;married;unknown;unknown;no;1349;0
32;admin.;married;tertiary;unknown;no;281;0
45;services;married;secondary;unknown;no;1259;0
33;admin.;single;secondary;unknown;no;101;0
34;blue-collar;married;secondary;unknown;no;848;0
41;entrepreneur;married;unknown;unknown;no;89;0
41;blue-collar;married;secondary;unknown;no;140;0
35;admin.;single;secondary;unknown;no;148;0
40;technician;single;secondary;unknown;no;200;0
60;self-employed;married;primary;unknown;no;46;0
47;services;divorced;secondary;unknown;no;201;0
46;blue-collar;married;primary;unknown;no;530;0
31;blue-collar;single;secondary;unknown;no;0;0
49;self-employed;married;secondary;unknown;no;1;0
29;blue-collar;married;secondary;unknown;no;43;0
31;management;single;tertiary;unknown;no;-173;0
38;management;married;tertiary;unknown;no;389;0
37;blue-collar;married;primary;unknown;no;215;0
35;technician;married;secondary;unknown;no;-131;0
31;management;single;secondary;unknown;no;783;0
41;admin.;married;secondary;unknown;no;0;0
46;services;married;unknown;unknown;no;80;0
40;services;divorced;secondary;unknown;no;105;0
29;admin.;married;secondary;unknown;no;182;0
49;admin.;married;secondary;unknown;no;82;0
42;management;married;tertiary;unknown;no;0;0
54;services;married;secondary;unknown;no;510;0
40;management;single;tertiary;unknown;no;242;0
53;admin.;married;secondary;unknown;no;244;0
49;management;married;tertiary;unknown;no;92;0
40;blue-collar;married;primary;unknown;no;0;0
29;student;single;secondary;unknown;no;948;0
36;blue-collar;married;primary;unknown;no;23;0
37;technician;married;secondary;unknown;no;710;0
39;services;married;secondary;unknown;no;1205;0
36;technician;married;secondary;unknown;yes;368;0
44;entrepreneur;married;tertiary;unknown;no;1631;0
40;admin.;married;secondary;unknown;no;6;0
49;blue-collar;married;secondary;unknown;no;26;0
30;technician;single;unknown;unknown;no;-48;0
57;management;married;tertiary;unknown;no;2142;3
24;services;single;secondary;unknown;no;77;0
46;blue-collar;married;unknown;unknown;no;401;0
33;admin.;married;secondary;unknown;no;21;0
43;services;divorced;secondary;unknown;no;0;0
43;admin.;single;secondary;unknown;no;-497;0
40;blue-collar;divorced;primary;unknown;no;369;0
44;technician;single;unknown;unknown;no;78;0
35;technician;single;tertiary;unknown;no;226;0
47;technician;married;secondary;unknown;no;503;0
33;blue-collar;married;secondary;unknown;no;372;0
31;admin.;married;secondary;unknown;no;0;0
40;blue-collar;divorced;secondary;unknown;no;0;0
36;entrepreneur;married;tertiary;unknown;no;125;0
56;retired;divorced;primary;unknown;no;4;0
40;admin.;single;unknown;unknown;no;419;0
41;admin.;divorced;secondary;unknown;no;322;0
53;retired;married;secondary;unknown;no;303;0
39;blue-collar;married;secondary;unknown;no;607;0
44;blue-collar;divorced;secondary;unknown;no;579;0
38;admin.;married;secondary;unknown;no;3047;3
54;technician;divorced;secondary;unknown;no;83;0
58;management;married;tertiary;unknown;no;68;0
52;blue-collar;married;primary;unknown;no;58;0
28;admin.;single;secondary;unknown;no;251;0
36;blue-collar;married;secondary;unknown;no;688;0
60;retired;married;primary;unknown;no;364;0
42;services;divorced;secondary;unknown;no;55;0
42;admin.;married;secondary;unknown;no;101;0
44;management;married;tertiary;unknown;no;105;0
51;blue-collar;divorced;primary;unknown;no;325;0
49;blue-collar;married;primary;unknown;no;198;0
47;entrepreneur;married;unknown;unknown;no;209;0
37;blue-collar;married;secondary;unknown;no;183;0
34;management;married;tertiary;unknown;no;105;0
35;services;married;secondary;unknown;no;109;0
35;blue-collar;single;secondary;unknown;no;376;0
40;blue-collar;married;primary;unknown;no;-7;0
55;technician;married;secondary;unknown;no;0;0
55;retired;married;secondary;unknown;no;143;0
35;management;single;tertiary;unknown;no;550;0
57;blue-collar;married;primary;unknown;no;162;0
53;management;married;tertiary;unknown;no;115;0
41;blue-collar;married;primary;unknown;no;512;0
57;blue-collar;married;unknown;unknown;no;807;0
45;blue-collar;married;unknown;unknown;no;248;0
43;blue-collar;married;primary;unknown;no;1211;0
56;self-employed;married;unknown;unknown;no;7;0
31;entrepreneur;married;tertiary;unknown;no;281;0
37;blue-collar;single;secondary;unknown;no;88;0
30;management;married;tertiary;unknown;no;32;0
30;admin.;single;secondary;unknown;no;115;0
54;blue-collar;married;secondary;unknown;no;254;0
36;management;married;tertiary;unknown;no;144;0
55;unemployed;married;tertiary;unknown;no;383;0
37;admin.;single;secondary;unknown;no;569;0
38;housemaid;married;secondary;unknown;no;0;0
48;admin.;married;secondary;unknown;no;3754;3
55;housemaid;divorced;tertiary;unknown;no;6920;1
59;services;married;secondary;unknown;no;307;0
37;technician;married;secondary;unknown;no;-421;0
33;blue-collar;divorced;secondary;unknown;no;60;0
44;blue-collar;married;primary;unknown;no;67;0
57;technician;married;secondary;unknown;no;402;0
30;self-employed;single;tertiary;unknown;no;800;0
42;technician;married;tertiary;unknown;no;239;0
51;blue-collar;divorced;secondary;unknown;no;421;0
44;admin.;divorced;secondary;unknown;no;161;0
46;technician;married;secondary;unknown;no;289;0
29;student;single;secondary;unknown;no;110;0
39;blue-collar;married;primary;unknown;no;245;0
42;services;married;secondary;unknown;no;0;0
50;blue-collar;married;primary;unknown;no;156;0
42;technician;single;secondary;unknown;no;0;0
39;admin.;married;secondary;unknown;no;20;0
55;technician;single;tertiary;unknown;no;92;0
46;services;married;secondary;unknown;no;89;0
42;blue-collar;married;secondary;unknown;no;166;0
45;management;married;tertiary;unknown;no;103;0
43;blue-collar;married;primary;unknown;no;-454;0
42;admin.;married;secondary;unknown;no;445;0
30;admin.;married;secondary;unknown;no;4;0
47;blue-collar;married;secondary;unknown;no;1001;0
51;services;divorced;secondary;unknown;no;-69;0
38;technician;single;secondary;unknown;no;42;0
57;technician;married;unknown;unknown;no;1617;0
42;management;divorced;tertiary;unknown;no;221;0
32;technician;divorced;secondary;unknown;no;210;0
46;management;married;tertiary;unknown;no;0;0
29;student;single;tertiary;unknown;no;185;0
59;retired;married;secondary;unknown;no;836;0
32;blue-collar;single;secondary;unknown;no;301;0
44;blue-collar;married;primary;unknown;no;503;0
40;retired;married;primary;unknown;no;407;0
31;blue-collar;single;secondary;unknown;no;53;0
46;self-employed;married;tertiary;unknown;no;2303;3
43;management;married;tertiary;unknown;no;144;0
34;services;married;secondary;unknown;no;205;0
39;management;married;tertiary;unknown;no;305;0
30;blue-collar;divorced;secondary;unknown;no;251;0
56;retired;married;secondary;unknown;no;0;0
29;technician;married;secondary;unknown;no;8;0
40;blue-collar;divorced;secondary;unknown;no;139;0
36;services;married;secondary;unknown;no;184;0
37;blue-collar;single;secondary;unknown;no;238;0
35;admin.;married;secondary;unknown;no;0;0
35;blue-collar;married;primary;unknown;no;0;0
47;services;married;primary;unknown;no;222;0
31;services;married;secondary;unknown;no;414;0
56;retired;single;primary;unknown;no;223;0
57;technician;married;secondary;unknown;no;197;0
36;blue-collar;married;secondary;unknown;no;-251;0
45;self-employed;divorced;secondary;unknown;no;-139;0
47;blue-collar;married;unknown;unknown;no;733;0
29;technician;single;tertiary;unknown;no;0;0
57;services;married;secondary;unknown;no;1;0
45;blue-collar;married;primary;unknown;no;97;0
31;blue-collar;single;primary;unknown;no;435;0
31;management;divorced;tertiary;unknown;no;0;0
37;technician;single;tertiary;unknown;no;147;0
30;technician;single;tertiary;unknown;no;3;0
58;services;divorced;secondary;unknown;no;1109;0
33;services;married;secondary;unknown;no;404;0
39;blue-collar;married;primary;unknown;no;981;0
33;blue-collar;single;primary;unknown;no;95;0
34;services;married;secondary;unknown;no;302;0
36;services;divorced;secondary;unknown;no;-290;0
37;services;single;secondary;unknown;no;259;0
35;blue-collar;married;secondary;unknown;no;527;0
55;retired;married;secondary;unknown;no;102;0
34;management;single;tertiary;unknown;no;872;0
40;management;divorced;tertiary;unknown;no;490;0
42;blue-collar;single;primary;unknown;no;19;0
37;blue-collar;married;secondary;unknown;no;16;0
42;management;married;tertiary;unknown;no;386;0
35;technician;single;secondary;unknown;no;539;0
44;technician;divorced;secondary;unknown;no;-329;0
30;services;single;secondary;unknown;no;-174;0
45;entrepreneur;married;secondary;unknown;no;68;0
35;blue-collar;single;unknown;unknown;no;-532;0
36;admin.;divorced;secondary;unknown;no;0;0
49;blue-collar;married;secondary;unknown;no;64;0
31;blue-collar;single;secondary;unknown;no;1415;0
31;technician;single;secondary;unknown;no;147;0
39;blue-collar;married;secondary;unknown;no;72;0
37;services;single;secondary;unknown;no;-196;0
33;blue-collar;married;primary;unknown;no;716;0
37;management;married;tertiary;unknown;no;0;0
42;services;married;secondary;unknown;no;-246;0
56;blue-collar;married;secondary;unknown;no;-203;0
37;admin.;single;secondary;unknown;yes;245;0
36;services;single;secondary;unknown;no;342;0
29;technician;single;tertiary;unknown;no;3;0
54;management;married;tertiary;unknown;no;-248;0
38;blue-collar;married;secondary;unknown;no;376;0
43;blue-collar;divorced;secondary;unknown;no;370;0
47;admin.;single;secondary;unknown;no;594;0
47;blue-collar;married;secondary;unknown;no;387;0
38;services;married;secondary;unknown;no;208;0
40;blue-collar;married;secondary;unknown;no;563;0
33;services;divorced;secondary;unknown;no;392;0
33;retired;married;secondary;unknown;no;165;0
53;admin.;divorced;unknown;unknown;no;236;0
37;services;married;primary;unknown;no;52;0
40;management;single;tertiary;unknown;no;1265;0
37;blue-collar;married;primary;unknown;no;693;0
35;technician;married;secondary;unknown;no;118;0
49;blue-collar;married;primary;unknown;no;3659;3
26;blue-collar;single;secondary;unknown;no;24;0
38;management;single;tertiary;unknown;no;673;0
52;self-employed;married;secondary;unknown;no;273;0
33;services;divorced;secondary;unknown;no;327;0
31;admin.;single;secondary;unknown;no;299;0
32;blue-collar;married;secondary;unknown;no;0;0
35;blue-collar;single;primary;unknown;no;109;0
55;management;divorced;tertiary;unknown;no;552;0
32;blue-collar;divorced;primary;unknown;no;473;0
37;unknown;single;unknown;unknown;no;414;0
45;blue-collar;married;secondary;unknown;yes;154;0
31;technician;married;secondary;unknown;no;344;0
38;admin.;married;secondary;unknown;no;8;0
37;services;married;secondary;unknown;no;78;0
38;blue-collar;married;secondary;unknown;no;266;0
33;housemaid;married;tertiary;unknown;no;98;0
38;blue-collar;married;primary;unknown;no;83;0
37;management;single;tertiary;unknown;no;45;0
29;unemployed;married;tertiary;unknown;no;8;0
42;management;married;tertiary;unknown;no;263;0
40;blue-collar;married;secondary;unknown;no;306;0
32;management;married;tertiary;unknown;no;233;0
47;management;divorced;tertiary;unknown;no;447;0
29;student;single;secondary;unknown;no;872;0
53;services;divorced;primary;unknown;yes;-291;0
31;services;married;tertiary;unknown;no;309;0
59;blue-collar;married;secondary;unknown;no;202;0
29;entrepreneur;married;primary;unknown;no;56;0
59;blue-collar;married;primary;unknown;no;229;0
44;blue-collar;married;primary;unknown;no;143;0
38;admin.;single;secondary;unknown;yes;100;0
49;admin.;married;secondary;unknown;no;326;0
43;blue-collar;married;secondary;unknown;no;167;0
52;admin.;single;secondary;unknown;no;545;0
40;admin.;married;secondary;unknown;no;2100;3
32;services;married;secondary;unknown;no;0;0
47;admin.;married;primary;unknown;no;192;0
33;management;married;tertiary;unknown;no;442;0
35;management;married;tertiary;unknown;no;267;0
27;services;single;secondary;unknown;no;0;0
50;blue-collar;married;primary;unknown;no;377;0
44;retired;married;secondary;unknown;no;7624;1
43;self-employed;married;primary;unknown;no;66;0
51;blue-collar;married;unknown;unknown;no;37;0
32;admin.;single;secondary;unknown;no;64;0
47;management;divorced;tertiary;unknown;no;34;0
34;admin.;divorced;secondary;unknown;no;627;0
57;self-employed;married;primary;unknown;no;1013;0
43;admin.;single;secondary;unknown;no;140;0
40;services;single;tertiary;unknown;no;8823;1
28;blue-collar;single;secondary;unknown;no;97;0
38;blue-collar;married;unknown;unknown;no;5;0
37;unemployed;divorced;secondary;unknown;no;74;0
44;admin.;married;secondary;unknown;no;58544;2
41;technician;married;secondary;unknown;no;169;0
37;self-employed;married;tertiary;unknown;no;444;0
30;services;single;tertiary;unknown;no;542;0
32;blue-collar;married;secondary;unknown;no;-205;0
30;management;single;tertiary;unknown;no;112;0
35;services;married;secondary;unknown;no;39;0
55;blue-collar;married;secondary;unknown;no;1268;0
52;blue-collar;married;secondary;unknown;no;-98;0
